,album titles,artists,review titles,reviews
1061,Tribeast,던말릭 X 키마,던말릭 X 키마가 만들어낸 또 하나의 명반,"벅스가 선정한 2016년 5월 이달의 앨범 선정 작품. 제리케이(Jerry.k)가 이끄는 데이즈얼라이브 소속의 랩퍼 던말릭(Don Malik)은 지난 2015년, 프로듀서 마일드 비츠(Mild Beats)와 함께한 EP [탯줄]을 통해 탄탄한 실력과 강단 있는 캐릭터로 그 이름을 아로새겼다.

특히, 그가 이 앨범에서 한국 힙합의 구려진 단면과 확실히 선을 긋는 태도는 휩쓸리듯 보폭을 맞춰가던 여느 랩퍼들의 모습과 오버랩 되며 더 깊은 인상을 남겼다. 이후, 약 1년이 지났고, 던말릭은 프로듀서 키마(Kima)를 파트너 삼아 다시 한 번 ‘1 MC 1 프로듀서’ 체제를 갖춘 채 태도와 소신을 더욱 공고히 한다.

그만큼 [Tribeast]는 [탯줄]의 확장판이라 해도 과언이 아니지만, 던말릭이 냉소와 일침의 표적으로 삼은 대상은 훨씬 명확하다. <엠넷>이 만든 저급한 힙합 예능 <쇼미더머니>와 해당 프로그램 하나에 휘둘리는 한국 힙합 씬과 랩퍼들이다.

<쇼미더머니>는 표면적인 인기와 달리 장르의 본질과 특성을 왜곡하며 자극적인 연출에만 천착하는 것으로 악명 높다. 그럼에도 현역 힙합 뮤지션들은 눈앞에 있는 감투에 목을 메며 기꺼이 동참했고, 그 결과 오늘날 한국 힙합 내부는 혼돈 그 자체다.

던말릭은 바로 이 같은 지점을 파고들어 현 한국 힙합 씬이 처한 ‘빛 좋은 개살구’ 같은 현실과 랩퍼들의 모순된 태도를 적나라하게 까발리고 조롱한다. 무엇보다 이것이 탁월한 은유를 바탕으로 한 던말릭의 가사와 빈틈없이 전개되는 랩핑을 거쳐 표면화되는 과정이 일품이다.

베테랑 마일드 비츠와는 또 다른 붐뱁 힙합(Boom Bap)의 매력을 전하는 키마의 프로덕션과 조합도 성공적이다. 날렵하고 탄력있게 질주하는 던말릭의 랩이 칼이라면, 전체적으로 꽉 차 있는 그의 랩을 은근히 감싸는 키마의 비트는 칼집이다.

그만큼 둘의 합은 인상적이며, 특히, 첫 곡 ‘Come In To The World’부터 4번 트랙 ‘Tribeast’까지 몰아치는 구간은 백미다. 한국 힙합에서 드물게 기술적 완성도와 묵직한 메시지가 주는 쾌감 모두를 장착한 앨범이 또 한 장 탄생했다."
1062,Keep The Village Alive [Deluxe],Stereophonics(스테레오포닉스),20년이 넘는 시간 동안 지켜온 진한 ‘영국 감수성’ 스테레오포닉스,"매 해 수많은 밴드가 쏟아져 나오는 영국에서 20년이 넘는 시간 동안 본인들의 자리를 지켜온 밴드는 사실 그리 많지 않다. ‘영국을 대표하는 로큰롤’이라는 찬사를 받아 온 스테레오포닉스(Stereophonics)는 오랜 시간이 지난 지금까지도 그들의 감성을 잃지 않은 보기 드문 진한 영국 밴드이다.

1992년 영국 웨일즈에서 결성된 스테레오포닉스(Stereophonics)는 Kelly Jones(보컬, 리드기타), Richard Jones(베이스), Adam Zindani(기타), Stuart Cable(드럼)이 모여 결성한 밴드이다. 1997년 첫 정규 앨범을 발매한 뒤 지금까지 총 8장의 스튜디오 앨범을 발매하며 꾸준한 활동을 이어온 스테레오포닉스(Stereophonics)는 마음을 울리는 서정적인 가사와 캐치한 로큰롤 사운드를 선보이며 데뷔 직후 <브릿 어워드>에서 최우수 신인 그룹 상을 수상하는 등 화려한 데뷔를 치렀다. 그도 그럴 것이, 멜랑콜리 하면서도 긍정적인 기운을 감고 있는 스테레오포닉스(Stereophonics)의 사운드는 영국이 찾아 헤매던 것이었으며 동시에 영국인이라면 누구나 공감할 수 있는 본질적인 감정과 맞닿아 있는 것이기도 했다.

기록적인 데뷔와 함께 곧바로 영국을 대표하는 록 밴드에 이름을 올린 스테레오포닉스(Stereophonics)는 The Beatles, Blur, Led Zeppelin, Oasis, U2 등의 전설적인 아티스트의 뒤를 이어 다섯 장의 정규 앨범을 연속으로 <UK 앨범 차트> 1위에 올려놓는 기염을 토하며 영국을 대표하는 정통 로큰롤 밴드라는 찬사를 받는다. 이 뿐만 아니라 지금까지 11개의 트랙을 UK 싱글 차트 TOP 10에 진입시키며 그들이 가진 대중성과 음악성을 동시에 증명해 보였다.

성공적인 밴드 커리어를 이어오던 스테레오포닉스(Stereophonics)는 새로운 드러머 Jamie Morrison을 영입하는 등 밴드 전반의 상황을 재정비한 뒤, 2013년 8집 [Graffiti On The Train]에 이어, 2015년 새 앨범 [Keep The Village Alive (Deluxe)]을 발매하며 여전히 변함 없는 그들만의 경쾌하면서도 멜랑콜리한 사운드로 돌아왔다. 스테레오포닉스(Stereophonics) 특유의 우울하면서도 경쾌한 로큰롤 사운드를 담은 이번 새 앨범에서는 부드러운 Kelly Jones의 보컬과 고조되는 캐치한 후렴구가 돋보이는 ‘C`est La Vie’ 를 시작으로 'Stereophonics' 특유의 시그니처 사운드가 돋보이는 로큰롤 트랙 ‘I Wanna Get Lost With You’, 시종일관 멜랑콜리한 분위기를 유지하는 ‘Fight Or Flight’ 등의 정규 트랙과 더불어 어쿠스틱 버전 등이 포함된 총 6곡의 보너스 트랙이 수록됐다.

밴드는 올 여름, 이 진한 ‘영국 감수성’이 담긴 앨범을 가지고 <2016 지산 밸리 록 뮤직 앤 아츠 페스티벌>로 한국을 찾을 예정이다. 이미 2010년 첫 내한에 이어, <2013년 안산 밸리 록 페스티벌>로 두 차례 내한하며 많은 팬들에게 사랑을 받았던 스테레오포닉스(Stereophonics)의 세 번째 내한은 이 앨범과 함께이기에 더욱 놓쳐서는 안 될 공연이 되어줄 것이다."
1063,Eliane Elias Sings Jobim,Eliane Elias(엘리아니 엘리어스),"맨발의 피아니스트, 보사노바의 온전한 향기","첫만남.
Eliane Elias 의 노래들은 친구가 들어보라고 여러 앨범들을 보내주었다. 친구의 간략한 설명은 “브라질 사람인데 피아노도 잘 치고 노래도 잘 부르고 너무 좋아” 였다. 그러나 나는 듣자마자 친구에게 “이 아줌마는 노래 좀 안 했으면 좋겠어! 이 사람 노래들은 나랑 안 맞아” 라고 말한 후 듣지 않았다.

재회.
Eliane Elias 의 노래들과의 재회는 1년뒤 내 엠피쓰리에서 임의 재생으로 우연히 흘러 나왔을 때였다. 너무 편안하고, 깃털 같은 목소리와 구슬이 굴러가는 듯한 너무나 아름다운 피아노 솔로... 처음 듣는 거 같은데 누구지? 하고 아티스트를 확인 했을 때, 1년 전의 나의 오만한 판단에 대한 후회를 하게 되었다.

보사노바 노래는 원어로 들었을 때 가장 잘 표현되고, 말 그대로 보사노바 같다.

엘리안 엘리어스의 노래들은 다른 재즈 뮤지션들과 달리 이 분이기에 표현할 수 있는 감정과 선율들이 살아있다. 누군가 이 추천을 듣고 나와 똑같은 생각을 했다면 1년 뒤에 다시 들어보시길 바라는 마음이다!"
1064,Madagascar: Escape 2 Africa (Music From The Motion Picture),Various Artists,웃음이 필요할 때! <마다가스카 2>,"개인적으로 마다가스카 1,2,3편 중 2편을 가장 재밌게 봤다. 좀 웃고 싶을 때, 킬링타임용으로 안성 맞춤이다.

뉴욕 센트럴파크 동물원에 사는 네 명의 절친들의 모험 이야기인데, 잠깐 줄거리를 소개하자면, 뉴욕에서 어쩌다 마다가스카로 오게 된 주인공들은 이제 다시 사랑하는 도시 뉴욕을 가기위해 펭귄들이 준비한 비행기에 몸을 싣고 마다가스카를 떠난다. 처음부터 연료가 부족했던 이상한 비행기는 당연하게도 낯선 곳에 불시착하게 된다. 그곳은 사자 알렉스에게는 아빠, 엄마가 계신 고향이었고, 얼룩말 마티에게는 자신과 똑같은 수 많은 얼룩말 무리들이 있다는 것을 보게 되는 곳 그리고 기린 멜먼과 하마 글로리아는 진정한 사랑(?)을 발견하게 된 바로 아프리카였다!

무서운 관광객 할머니의 등장, 잊을만 하면 나오는 엄청난 추진력의 펭귄들, 1편에 이어 2편에서도 계속 출연하는 웃긴 마다가스카의 왕 여우원숭이 등 은근 코믹한 요소가 많은 유쾌한 작품이다. 또한 OST는 한스짐머, 그리고 블랙 아이드 피스의 윌 아이 엠이 참여하여 작품을 더욱 빛냈다. 신나고 싶을 때 이 영화 그리고 이 OST를 적극 추천한다!"
1065,Lifes Like,재지팩트(Jazzyfact),빈지노의 순수함을 느낄수있는 앨범 [Lifes Like],"빈지노의 인생에서 재지팩트를 빼놓을 순 없을 것이다. 이 앨범은 재지팩트의 첫 앨범으로써 빈지노의 오직 자신의 순수한 열정과 여태 겪어 왔던 삶을 진솔하게 쓴 가사들을 볼 수 있다.

어둡거나 무거운 느낌의 힙합이 아니라 재즈 힙합으로써 밝고 신나는 음악이다. 또한 빈지노의 매력적인 음색을 뚜렷하게 보여줄 수 있는 앨범이고 재즈 풍의 비트에 빈지노의 목소리가 정말 잘 섞이고 잘 어울린다는 것을 알 수 있게 해준다. 재지팩트의 재즈 힙합은 자신들만의 색깔을 잘 보여준다.

이 앨범에 수록되어 있는 곡 중 추천할 곡은 '아까워', 'Smoking Dreams' 라는 곡이다.

'아까워' 라는 곡은 빈지노가 자신의 여자친구와의 하루가 너무 짧다고 느끼는 것을 가사로 쓴 곡이다. 이 곡에서는 사랑꾼 같은 빈지노의 모습을 볼 수 있다. 'Smoking Dreams' 라는 곡에서는 비트와 빈지노의 목소리가 정말 잘 어우러지는 노래이다. 빈지노 특유의 그루브함을 볼 수 있다."
1066,Gore,Deftones(데프톤즈),매력적인 작품의 탄생! 데프톤즈의 [Gore],"벅스가 선정한 2016년 5월 이달의 앨범 선정 작품. 사실 표지를 봤을 땐 거북했다. 화면 가득 홍학이 날아다니는 저 장면은 리스너를, 그리고 채 음악을 듣지 않았을 사람들을 불편하게 하기에 충분했다. 하지만, 역시 평가는 음악이 다 끝난 후에 내려져야 했다. 놀랐다. 이렇게 다크하게 내려앉을 수가. 그것도 입이 떡 벌어지게.

전과는 확실히 달라졌다. 얼터너티브 메탈의 언저리에서 기웃거리면서 자신만의 아이덴티티를 세공해 온 밴드였지만, 이런 저층부의 정서를 본격적으로 길어 올린 적은 없었다. 원래부터 ‘대책 없는 밝음’과는 일정 거리를 유지하는 밴드였지만, [Gore]는 특정 곡의 파괴력보다 더 전체적 흐름과 맥락에 신경 쓴 모양새다.

수렁으로 청자를 끌어 내리는 듯한 ‘Geometric Headdress’는 좋은 예시다. 전혀 신이 나지 않는다. 드라이브감은 어디론가 사라졌다. 하지만, 쉽게 지루함을 허락하지 않는 저 묵직함은 데프톤스를 다른 메탈 밴드들과 차별화시키는 요인이다. 그러니, 죽 이어 들어라. 팀의 상징 치노 모레노(Chino Moreno)의 보컬은 그 어느 때보다 하나의 배경으로 기능한다. 그 역할이 축소되었다는 의미가 아니다. 이제 팀이 사운드를 어떻게 조각하고 있는지를 확인시켜주는 대목일 뿐이다.

‘Hearts Wire’의 섬뜩한 아우라 속에서 마치 ‘피어오르듯’ 주변을 감싸는 치노의 보컬을 듣고 있으면 더욱 더 그런 생각이 든다. 결론을 말하자면 [White Pony] 이후 가장 매력적인 작품의 탄생이다. 만일 피가 튀는 슬래셔 무비보다 서서히 온몸을 조여드는 암울한 공포 영화를 선호한다면 반드시 들어봐야 할 음반이다."
1067,Shrek,Various Artists,"사랑할 수 밖에 없는 초록 괴물, <슈렉>","2002년 ‘74회 아카데미 시상식 장편애니메이션상’을 수상한, <드림웍스>의 대표작이라고 할 수 있는 영화이다. 2001년 미국 개봉 2달 후, 한국에서도 개봉하여 관객 수가 무려 250만 명을 넘기면서 <라이온 킹>의 기록을 넘기기도 했다. 내놓는 작품마다 흥행에 실패하며 계속 부진했던 드림웍스가 영화 <슈렉>의 인기로 이후 디즈니, 픽사와 어깨를 나란히 할 수 있게 되었다는 얘기는 과언이 아니다. (비록 올해 4월 컴캐스트에 인수되었지만..ㅠㅠ)

우리나라뿐만 아니라 전세계적으로 많은 사람들이 어릴 때 한 번쯤은 봤을 애니메이션 영화 <슈렉>. 커다란 덩치, 불룩한 배, 지저분하고 냄새 나는 초록 괴물이지만 영화를 본 사람이라면 그런 매력에 푹 빠져 그를 사랑하지 않을 수 없다. 순박한 그의 공주를 향한 사랑은 누구보다 솔직하고 용감하다.

이러한 영화 <슈렉>의 분위기가 OST에 그대로 표현되어 있어 한 곡 한 곡 들을 때마다 곡이 나오는 영화 장면이 자연스레 떠오를 정도로 전곡이 정말 '잘' 만들어져 많은 사람들이 사랑하는 애니메이션 영화 OST 앨범이다. 뭐 하나 뺄 것 없이 모든 곡이 정말 좋지만 굳이 대표곡이라 불릴 수 있는 곡들을 꼽아보자면, 'It Is You(I Have Loved)', 'You Belong To Me', 'All Star', 'Hallelujah' 4곡을 꼽을 수 있겠다.

'It Is You(I Have Loved)' : 전주-초반의 멜로디가 익숙하게 느껴지는데, 사실 영화에서 꽤 유명한 장면인 피오나 공주와 파랑새가 아↗아↗아↗ 아↘아↘아↘ 하며 고음 대결을(?) 펼치는 부분에서 쓰인 멜로디이다. 영화에선 이렇게 멜로디로만 나오는데 OST 앨범에서는 가사가 붙어 조금 더 부드러운 발라드 느낌의 곡으로 나왔다. 꾸밈없는 보컬의 목소리와 곡의 분위기가 굉장히 매력적인 곡이다.

'You Belong To Me' : 밥 딜런(Bob Dylan)의 원곡을 커버한 곡으로 이미 유명한 곡인데, 감미롭고 부드러운 보컬의 음색이 가사와도 정말 잘 어울리고 좋아서, 그 달달함에 귀가 녹아내릴 것만 같은 느낌에 자꾸 반복해서 듣게 되는 곡이다.

'All Star' : 영화 <슈렉>의 전체적인 분위기를 표현한 굉장히 밝은 곡이다. 마치 슈렉의 마음을 대변한 듯한(?) 자신감을 북돋아주는 가사가 인상적이라 들으면 힘이 나는 곡이다.

'Hallelujah' : 종교와 상관없이 들으면 심신이 안정되고 편안함을 느끼게 해주는 곡이다. 한 번 들으면 '할-렐루-야-'가 종일 입안에서 맴돈다."
1068,The Croods,Alan Silvestri(앨런 실베스트리),독특하지만 낯설지 않은 원시인들의 어드벤처!,"2013년 개봉한 꽤 최신작이고, 약간 디즈니스럽다. 사실 디즈니스러운게 뭔지 모르겠지만~^^; 뭔가 알록달록 예쁘고 밝으면 디즈니일거라는 편견 때문인 것 같다. 어쨌든 귀엽고 밝고 재밌는 드림웍스의 대표작이다. 그래도 디즈니와 비교해서 '드림웍스 답다'라는 생각이 좀 드는 부분이 있다. 드림웍스의 작품들을 보면 같은 주제를 다루더라도 좀 더 캐릭터가 특이하기 때문이다. 결코 평범하지 않다. <크루즈 패밀리>도 그렇다. 주인공들이 원시인이다.두발보다 네발이 편하고, 동굴을 사랑하고 밖을 무서워한다. 역시 독특해 ㅋㅋ

캐릭터는 독특하지만 스토리는 우리 삶에 대한 이야기를 한다. 딸을 둔 아빠는 위험한 세상에서 행여 귀한 딸이 다칠까 늘 염려한다. 그게 딸의 눈에는 강압적이고 억지스럽다. 딸은 밖의 세상이 한없이 신비하고 아름답다. 그래서 아빠가 원치 않는 행동을 자꾸 하게 된다. 그러다 어느 날 바깥 세상 경험 쫌 해본 청년을 만나게 된다. 그리고 사랑에 빠지기도 한다. 동굴이 무너지는 사건으로 인해 영원히 안전할 것 같은 동굴을 떠나 새로운 보금자리를 찾기 위해 세상 밖으로 모험을 떠나게 된다. 이게 '인생'이야기이지 뭔가?!

OST 또한 너무 꼭 잘 맞는 수작이다! 리뷰를 쓰면서 처음 알게 되었다. 영화 음악 작곡가 '앨런 실베스트리'. 왜 이렇게 대단하신 분을 지금 알게 되었을까? <어벤져스>, <포레스트 검프>, <지.아이.조 - 전쟁의 서막>, <빽 투 더 퓨처>, <레드: 더 레전드>, <박물관이 살아있다>, <하늘을 걷는 남자> 등 이렇게 엄청난 영화의 음악을 작업하셨는데! 진심 반성했다.

2017년 올해 <크루즈 패밀리 2>가 개봉예정이다. 아~ 너무 좋다!"
1069,10 Futures,Aqualung(아쿠아룽),치열하게 살아가는 이들을 위한 감성적인 인생의 사운드트랙,"본명이 매트 헤일스인 아쿠아룽(Aqualung)이라는 이름은 생소하더라도 영화음악으로 사용되었던 곡 'Brighter Than Sunshine'이나 'Strange And Beautiful'을 들어보면 '아 이 노래!'라고 반응을 보일 사람들이 제법 있을 것이다. 영화의 삽입곡 혹은 사운드트랙이라는 게 대부분 관객들을 애타게 그리고 감상에 젖게도 만드는 드라마틱한 장면에 마치 형광펜처럼 슥 그어지면서 확실한 포인트를 주는 역할을 한다. 그래서 음악 감독들도 선곡을 할 때 꽤나 고심을 할 것 같은데 아쿠아룽의 음악들은 감성적인 멜로 영화에 효과적으로 쓰이는 것을 넘어서서 마치 자생 능력을 지닌 것만 같다. 영화는 잊혀지더라도 그의 음악은 '어디선가 들었는데 정확히 기억이 안나는 익숙한 음악' 정도로 사람들은 아직까지도 곱씹고 있으니까.

영국의 음울하면서도 운치있는 '후두둑' 빗방울이 떨어질 것만 같은 감성 사운드트랙으로 채워져 있는 [10 Futures]를 듣다 보면 어느새 머릿 속에서는 저절로 영상이 그려지고 있다. 리안 라 하바스와 디스클로저가 참여한 일렉트로닉과 소울이 만난 것 같은 'Eggshells'와 영국의 신예 뮤지션 루크 시탈 싱이 참여한 'Be Beautiful'은 상큼한 스트링 편곡이 돋보이는 곡인데, 두 곡 다 언제나 스스로에게 캐치 프레이즈처럼 들려주고 싶은 고상한 응원송처럼 들린다. EDM이나 힙합처럼 '센 사운드'가 대세인지라 감성적인 아쿠아룽의 사운드는 상대적으로 주목을 못 받고 있는 것 같아서 아쉽지만, 치열하게 오늘날을 살아가고 있는 우리들에게는 이런 감성적인 '인생의 사운드트랙'이 더 필요하지 않을까 싶다."
1070,Chicken Run,John Powell(존 파웰),치킨들의 목숨 건 탈출기!,"지난번 <스피릿>은 말이 자유를 찾기 위해 탈출했는데, 이번엔 닭! '치킨'들의 탈출기이다. 역시 특이한 소재를 참 맛깔나게 잘 만드는 <드림웍스>인 것 같다. 한국 사람이라면 대체로 치킨 요리를 좋아한다. 삼계탕, 찜닭, 닭볶음탕, 후라이드 치킨 등.. 아, 쓰고 보니 먹고 싶다!ㅋㅋ 근데, 이 영화보면 치킨한테 조금 미안해진다. 아이들은 치킨 요리를 더 이상 안 먹겠다고 할지 모르겠다.

배경은 1950년대 영국 트위디 닭 농장이다. 농장 주인 트위디는 수익이 좋지 않은 계란 장사 대신 치킨 파이 사업을 하려고 한다. 농장의 닭들은 공포에 떨면서 하루 하루 탈출 계획을 준비하지만 늘 실패로 끝난다. 그러던 중 서커스단을 탈출한 미국 수탉 록키가 하늘을 나는 것을 우연히 본 주인공 암탉 진저는 나는 법을 배워서 탈출하면 되겠다고 생각한다. 모든 농장의 닭들은 자유를 꿈꾸며 날라리(?)같은 록키에게 나는 법을 배우며 탈출을 준비한다. 참 험난한 여정이다. 뭐 결국 탈출에 성공하고 해피엔딩! 마지막 엔딩 씬도 ""닭이 먼저냐? 달걀이 먼저냐?"" 에 관한 얘기로 끝까지 유쾌한 웃음을 준다.

드림웍스의 대표 작곡가, 존 파웰! 그의 마법의 손에서 탄생한 OST 역시 신나고 멋지다!"
1071,Rise Of The Guardians (Music From The Motion Picture),Alexandre Desplat(알렉산드로 데스플레),"아이들에겐 지켜주고 싶은, 어른들의 잃어버린 <가디언즈>","아이들에게 꿈과 희망 그리고 상상력을 지켜주는 '가디언즈'들이 있다. 어린이들의 영원한 최고 할배 산타클로스 '놀스', 부활절에 하이라이트 예쁜 달걀 찾기할 수 있게 숨겨놓는 부활절 토끼 '버니', 나라마다 조금씩 다른것 같긴 하지만 이빨을 가져가고 동전을 주는 이빨의 요정 '투스', 행복한 꿈을 꾸도록 해 주는 잠의 요정 '샌드맨' 그리고 겨울왕국의 엘사와 같이 모든 것을 얼리고 눈을 내리지만 그래서 아이들을 즐겁게 만드는 '잭 프로스트'이다. 그러나 악몽의 신 '피치'가 깨어나 빛을 없애고 전 세계를 지배하려한다. 빛과 어둠의 전쟁! 이들의 전쟁이 시작된다.

<드림웍스> 작품 중 가장 독특한 캐릭터가 가득한 작품이라는 생각이 든다. 참신한 작품만큼 음악도 너무 좋다. 많은 영화 음악상들을 수상한 이력의 알렉상드르 데스플라(Alexandre Desplat)가 음악을 맡았다. 아직 듣지도 보지도 못했다면 영화도 OST도 꼭 한번 감상하기를 자신있게 추천한다."
1072,High Noon,Kalle Kalima,"핀란드의 재즈 기타리스트, 칼레 칼리마!","벅스가 선정한 2016년 5월 이달의 앨범 선정 작품. 기타리스트 칼레 칼리마는 1973년 헬싱키 태생으로 6살에 피아노를 시작해 5년 후 악기를 기타로 바꾼다. 재즈와 록을 기반으로 13살 때 만난 기타 선생님 덕에 컨트리 웨스턴 스타일을 알게 되고 게리 쿠퍼 주연의 영화 <하이눈(High Noon, 1952)>은 이후 여러 영향을 미치게 된다.

그래서일까 칼레 칼리마의 기타 연주에는 빌 프리셀이 있고 좀 더 나아가면 쳇 앳킨스까지 연상된다. 2000년부터 발표한 앨범이 16장에 이르니 충분히 중견이라 할 수 있고 최근작은 엔자에서 발표한 [Finn Noir](2013)이다. ACT에서 처음 발표하는 [High Noon]은 ‘컨트리 재즈’로 미국 출신의 그렉 코헨과 독일 출신의 드러머 막스 안드레예프스키가 함께 한다.

기타의 저음이 고즈넉하게 들리고 그 사이 스틸기타 연주가 더해진 미국 민요 ‘Santy Anno’가 서막을 연다. ‘핀란드 경보병 행진곡’으로 알려진 ‘Jaakarimarssi’와 핀란드의 우드 거스리(Woody Guthrie)로 불리는 히스키 살로마(Hiski Salomaa)의 곡 ‘Lannen Lokari’도 인상적이다.

타이틀 곡 ‘High Noon’은 러시아 출신의 미국 작곡가 디미트리 디옴킨(Dimitri Tiomkin)의 곡이다. 후반부에 등장하는 디미트리 디옴킨의 곡은 모두 존 웨인이 주연했던 영화의 주제곡으로 1954년 영화 <하이 앤 마이티>의 ‘The High And The Mighty’와 1960년에 제작된 <알라모(The Alamo)>의 주제가 ‘The Green Leaves Of Summer’이다.

연주, 선곡 거기다 카니예 웨스트의 커버 일러스트(조지 콘도)까지 모두 만족스럽다."
1073,On My One,Jake Bugg(제이크 버그),끝없이 진화하는 천재 싱어송라이터 JAKE BUGG [On My One],"열일곱살 때 BBC 지원으로 <글래스톤베리> 무대에 섰던 영국 틴에이지 싱어송라이터 제이크 버그(Jake Bugg). 화제의 무대 이듬해인 2012년에 메이저 레이블 머큐리와 계약을 맺은 후 발표한 셀프타이틀 데뷔 앨범 [Jake Bugg](2012)를 <UK 앨범 차트> 1위에 올려놓았다. 첫 앨범 치고는 굉장한 성과다. 여러 매체에서는 아직 스무 살도 되지 않은 십대 싱어송라이터 제이크 버그의 음악이 1960년대 밥 딜런(Bob Dylan)의 음악을 떠오르게 한다고 적었다. 꼭 밥 딜런이 아니라 자니 캐시(Johnny Cash) 라고 해도 좋았다. 그들이 말하고 싶은 건 십대 소년이 1960년대 포크와 연결점을 갖고 있다는 점에서 흥미를 가지고 지켜보았다.

그렇게 성공한 첫 앨범에 이어 제이크 버그는 1년만인 2013년에 두 번째 앨범을 발표했다. 이번에는 더 흥미로운 이야깃거리가 있었다. 이에인 아처(Iain Archer)가 작곡과 프로듀싱에서 전폭적인 영향력을 행사했던 것과 달리, 두 번째 앨범은 세상에서 가장 바쁜, 그렇지만 참여했다는 것만으로도 앨범의 수준을 보장받을 수 있는, 릭 루빈(Rick Rubin)이 프로듀싱을 담당했다는 사실. 릭 루빈의 작업실 ‘샹그릴라’에서 앨범 작업을 진행한 제이크 버그는 작업 과정의 즐거움, 두 번째 앨범의 즐거움 등을 말해주려는 듯 스튜디오 이름을 앨범 제목으로 삼은 [Shangri La](2013)를 공개했다. 두 번째 앨범은 <UK 앨범 차트> 1위에 올랐던 첫 앨범과 비슷하게 <UK 앨범 차트> 3위를 기록하며 두 장의 앨범을 모두 TOP 3에 진입시키는 저력을 발휘했다.

두 번째 앨범은 발표 시간으로만 봐도 굉장한 성과를 거둔 첫 앨범의 음악을 그대로 이어갔을 법한데, 예상과 달랐다. 1960년 음악의 분위기를 강하게 풍겼던 첫 앨범과 달리 두 번째 앨범은 강렬했다. 바로 일렉트릭 기타 때문이었다. 데뷔 앨범은 일렉트릭 기타를 사용하면서도 빈티지한 사운드로 풀어가려고 의도적으로 일렉트릭 기타를 줄여놨는데, 두 번째 앨범은 어쿠스틱 기타와 일렉트릭 기타가 자신의 소리를 정확하게 내도록 배치했다는 점에서 사운드의 변화를 추구했다. 덕분에 누구나 제이크 버그가 첫 앨범과 다른 두 번째 앨범을 만들어내기 위해 많은 노력을 기울였다는 사실을 쉽게 감지할 수 있었다.

요약해보면, 첫 앨범 [Jake Bugg]는 50년 전 음악을 연주하는 틴에이저 싱어송라이터라는 특별하고 기이한 조합에 중점을 두었다. 그런데 두 번째 앨범 [Shangri La]는 첫 앨범의 성과를 분명히 이어가고 있지만, 60년대 포크보다는 70년대 싱어송라이터 시대의 사운드를 지향하고 있었다. 게다가 90년대 얼터너티브 록까지 자신의 음악에 담아냈다. 첫 앨범에서 자주 언급되었던 밥 딜런의 흔적도 두 번째 앨범에선 거의 사라졌다. 곧 이십대 청년이 될 제이크 버그가 60년대부터 90년대, 그리고 2000년대 이후 현재의 음악까지 아우르는 폭 넓은 음악세계를 만들어가고 있다는 걸 확인할 수 있었다.

그리고 두 번째 앨범에서 3년, 이미 자신만의 독자적인 길을 걸어가는 아티스트의 영역으로 진입한 제이크 버그였기에 3년은 분명 기존과 다른 그 무엇을 보여주기에 충분한 시간이다. 결론부터 말한다면, 이제 이십대가 된 청년 제이크 버그는 이 세 번째 앨범에서 예상한 것보다 훨씬 더 강렬한 아티스트의 고집을 보여주고 있다. 앨범 발표는 3년만이지만, 사실, 2014년에 세 번째 앨범 수록곡 일부를 신곡으로 소개하며 부른 바 있다. 당시 불렀던 곡 가운데 하나가 이번 앨범 마지막 곡인 'Hold On You'다. 정식으로 세 번째 앨범 작업을 시작한 건 2015년 초. 전작과 마찬가지로 미국 로스앤젤레스 말리부의 <샹그릴라 스튜디오>와 함께 제이크 버그의 고향인 영국 노팅엄에서도 작업을 이어갔다.

세 번째 앨범을 위해 영입한 인물은 놀랍게도 비스티 보이스(Beastie Boys)의 마이크 디(Mike D)였다. 랩과 록의 이종교배를 통해 새로운 음악을 창조해냈던 비스티 보이스의 핵심 마이크 디가 참여했다는 이야기는 두 번째 앨범에 릭 루빈이 참여했다는 소식만큼이나 흥미를 끌었다. 하지만, 샹그릴라 스튜디오와 마이크 디의 작업실을 오가며 몇 주 동안 함께 작업한 결과물은, 안타깝게도, 없었다. 지나칠 정도로 느슨한 마이크 디의 작업 스타일에 제이크 버그는 적응하지 못했다.

생각해보라. 기본적으로 새 앨범을 만들 때는 여러 아이디어를 교환하고, 여러 곡을 쓰고, 연주해보고, 세션과 함께 곡을 완성하는 게 기본 작업 프로세스인데, 몇 주 동안 함께 작업했다고는 하는데 구체적인 뭔가가 없다면 작업을 이어나가기가 쉽지 않을 건 뻔했다. 결국 두 사람은 결별했다. 그렇지만 완전히 헛수고라고 말할 수는 없다. 세 번째 앨범 [On My One](2016)에서 가장 뚜렷한 사운드의 변화를 보여주는 부분은 마이크 디와 작업한 경험이 있었기에 가능했다. (글: 2016년 6월. 한경석 (B.Goode Magazine 편집장))"
