,album links,album titles,artists,review titles,reviews
1083,663712,Encore,Anderson East(앤더슨 이스트),근사한 레트로 서던 소울 사운드! 앤더슨 이스트(Anderson East)의 복귀작 [Encore]!,"스스로가 지향하는 루츠 스타일을 여과 없이 드러내면서도 팝적인 감성 또한 빠뜨리지 않는다. 앤더슨 이스트의 강점은 여기에 있다. 리듬 앤 블루스와 컨트리 팝, 포크 음악, 서던 소울의 빈티지 모델을 적극 구사하지만, 한편으로 아티스트는 음악을 한없이 옛 되게 만들지 않는다. 레트로 스타일링에 있어 훌륭한 감각을 가진 앤더슨 이스트는 과거의 오래된 컬러와 오늘날에 어울리는 깔끔한 터치를 멋지게 섞어낸다.

포크 소울의 대가 테드 호킨스(Ted Hawkins)의 ‘Sorry You’re Sick’과 컨트리 음악의 전설 윌리 넬슨(Willie Nelson)의 ‘Somebody Pick Up My Pieces’를 다시 부르는 모습들은 위와 같은 앤더슨 이스트의 역량을 여실히 보여주는 장면에 해당한다. 단촐하고 차분히 진행되는 원곡들에 서던 소울의 풍성한 질감을 얹어 그루브를 한껏 살리고 감미로운 보컬 퍼포먼스를 더해 고유의 부드러운 멜로디를 더욱 캐치하게 만들었다.

내슈빌 컨트리 신의 현재를 대표하는 프로듀서 데이브 콥(Dave Cobb), 대중과 평단의 찬사를 한 몸에 받는 크리스 스테이플턴(Chris Stapleton), 여러 컨트리 아티스트들과 협업해온 송라이터 나탈리 헴비(Natalie Hemby) 등과 함께 만든 앤더슨 이스트만의 곡들도 물론 두 커버 트랙에 앞서 음악 팬들의 귀를 자극하기에 충분하다. 블루지한 기타 릭과 가스펠 풍 보컬 코러스가 팝 선율과 함께 아득하게 울리는 ‘King For A Day’, ‘This Too Shall Last’, 복고적인 오르간이 보컬 멜로디를 따라 동행하는 ‘If You Keep Leaving Me’을 비롯, 앨범의 여러 수록 곡이 근사한 사운드를 품고 있다.

팝 신의 최전선에 있는 영국의 싱어송라이터 에드 시런(Ed Sheeran)과 함께한 ‘All On My Mind’도 또한 주목해볼 필요가 있다. 장르상에서의 활동 영역에서 어느 정도 차이를 지니고 있는 아티스트들의 합작물임에도 ‘All On My Mind’에서는 좀처럼 이질감을 찾아볼 수 없다. 앤더슨 이스트가 지닌 고유의 음악과 러닝 타임 곳곳에 배치된 팝적인 멜로디 구간이 이루는 조화가 [Encore]에 적합한 모멘트를 만들어낸다. 트랙 리스르틀 이루는 여러 곡과 함께 앨범을 빛내는 멋진 곡이다.

잘 만들어진 빈티지 블루스 사운드와 앨범 전반에 새겨진 캐치한 멜로디, 넉넉한 볼륨을 제공하는 풍성한 편곡, 고요와 격정을 오가는 훌륭한 보컬 퍼포먼스가 이번 앨범에도 등장한다. 레트로 음악, 특히 서던 소울과 리듬 앤 블루스를 사랑하는 팬들에게는 즐기기에 더없이 좋을 작품이다. 근사한 음악으로 돌아온 앤더슨 이스트, 그 행보의 결과가 [Encore]에 담겨 있다."
1084,374366,...Like Clockwork,Queens Of The Stone Age(퀸스 오브 더 스톤 에이지),밴드 커리어의 정점! 퀸즈 오브 스톤 에이지(Queens Of The Stone Age)의 [...Like Clockwork],"어떤 뮤지션이던 초기에 보여준 음악과 현재 이후의 음악을 비교해보는 것도 재미있다. 대체적으로 초기 음악들은 거칠고 자신만의 스타일을 가장 직접적으로 발휘하는 경우가 많고, 어느 정도의 시간이 지난 경우엔 깔끔하고 완성도 있는 작품을 내는 경우도 많다. 개인적으로 퀸스 오브 더 스톤 에이지(Queens Of The Stone Age)의 앨범들 중에 꼽는다면, 초기의 방향이 가장 두드러지는 앨범으로 스토너 록의 진수를 보여주는 [Rated R]을, 가장 깔끔하고 완숙한 사운드를 보여주는 앨범으로는 [...Like Clockwork]를 꼽는다.

이전 작들에서는 스토너 록 특유의 육중한 기타사운드와 리프를 중점으로 한 하드록, 블루스의 느낌이 강하게 느껴지는 작품들을 발표해 왔었다. 하지만 이 앨범에서는 이 모든 장르를 한 부분에 치우치지 않고 깔끔하고 완벽하게 융합하는데 성공했다. 단순하고 육중한 기타리프가 중점이었던 이전의 앨범들과는 달리 개성적인 기타리프를 전면에 내세운다. 게다가 다양한 시도 덕분에 지루할 틈이 없다. 예측 불가능한 진행을 보여주는 ‘I Appear Missing’, 사이키델릭한 사운드와 개성적인 기타리프와 짜임새 있는 연주를 선사하는 ‘My God Is The Sun’, ‘Smooth Sailing’, 섹시한 보컬이 돋보이는 차분한 ‘The Vampyre Of Time And Memory’, 나인 인치 네일스(Nine Inch Nails)의 트렌트 레즈너(Trent Reznor)가 참여한 ‘Kalopsia’등 처음부터 끝까지 다채로운 청각적 즐거움을 선사한다.

내로라 하는 뮤지션들이 이 앨범의 완성을 도왔다. 엘튼 존(Elton John), 데이브 그롤(Dave Grohl), 트렌트 레즈너(Trent Reznor), 알렉스 터너(Alex Tuner) 등 유수의 아티스트 들이 레코딩에 참여했다. 템포는 줄었지만 가장 예측 불가능 하고 완숙한 사운드를 들려준 앨범이다. 버릴 곡이 하나도 없다. 타이틀곡에만 집중한 앨범이 아닌, 전체적인 곡들의 완성도가 높은데다, 곡 사이의 완급 조절까지 지루하지 않도록 배치했다. 게다가 앨범의 전체적인 분위기도 일관적으로 끌고 가는데 성공했다. 발매되었을 당시에도 극찬을 받았고, 이들의 디스코그래피 중 최고의 작품으로 꼽아도 이견이 없을 것이다."
1085,19574,"Everybody Else Is Doing It, So Why Can't We?",The Cranberries(크랜베리즈),"하늘로 올라간 천상의 목소리, 고(故) 돌롤레스 오리어던(Dolores O’Riordan)의 크랜베리즈(The Cranberries) 1집","01월 16일 저녁 퇴근 하는 길, 매일 듣는 라디오 방송에서 돌롤레스 오리어던(Dolores O’Riordan)의 비보를 전해 들었다. 현지시각 18년 01월 15일 71년생의 크랜베리즈(The Cranberries)보컬, 돌롤레스 오리어던(Dolores O’Riordan)이 향년 46세의 나이로 그녀가 묵던 호텔에서 사망했다는 내용이었다. 한때 참 좋아했던 뮤지션 한 명이 또 사라진 것이다.

이름은 생소할 수도 있겠지만 크랜베리즈의 보컬로서 지금도 독특한 창법과 서정적인 목소리로, 특히 우리 나라에서는 90년대 후반 많은 사랑을 받고 많은 여성보컬들과 밴드들에 영향을 끼친 여성보컬리스트 이다. 특히 우리나라에서 특별한 사랑을 받았던 왕가위 감독의 중경삼림의 삽입곡1집의 ‘Dreams’로 많은 유명세를 탔다. 이후 발표한 2집도 1집의연장선에서 서정적인 가사와 아일랜드라는 신비한 분위기의 목소리 는 크랜베리즈 만의 독특한 색깔을 구현하였다. 3집 이후 아일랜드라는 특유의 정치적 소신의 음악성과 다소 거칠어진 사운드로 이전 팬들로부터의 관심은 서서히 사라진 것이 사실이지만, 그녀는 최근까지도 앨범 녹음과 공연을 병행하며 왕성한 활동을 이어나가고 있었기에 사망 소식은 더 아쉬움이 크다.

무엇보다 개인적으로 그녀의 목소리와 함께한 추억을 지닌 팬으로서 그녀의 목소리가 처음 시작되던 그들의 첫 앨범은 꼭 소개하고픈 앨범 중의 하나이다. 비록 20여년이 훨씬 지난 노래이지만, 영화 삽입곡으로 많은 사랑을 받은 ‘Dreams’, 그리고 지금의 그녀와 크랜베리즈를 있게했던 그들의 첫 싱글 ‘Linger’는 지금 다시 들어도 신비로움과 사랑스러움의 감동이 전혀 줄어들지 않는 그녀와 그들의 대표 곡이다. 그녀를 좋아했던 팬들에게는 아련한 추억을, 처음 접하는 사람들에게는 여전히 강렬하고 신비한 경험을 해줄 수 있는 곡이라고 믿어 의심치 않는다. 이제는 고인이 된 돌롤레스 오리어던. 삼가 고인의 명복을 빕니다."
1086,670692,Future Friends,Superfruit,우주최강 아카펠라 그룹 'Pentatonix'의 멤버들의 듀오 그룹 'Superfruit' 의 정규 앨범 [Future Friends],"2013년에 결성되어 유튜브 등을 통해 꾸준히 음악 작업들을 공유해온바 있는 수퍼프루트(Superfruit)가 정규데뷔 앨범 [Future Friends]로 돌아왔다. 음악뿐 아니라 다양한 내용을 다루고 있는 그들의 유튜브는 현재 230만 구독자 수와 303백만 조회수를 보유하고 있다. 꾸준히 싱글과 미니앨범을 발매하며 본인들만의 통통 튀고 화려한 컬러감의 음악으로 팬들과 소통한 수퍼프루트(Superfruit)! 이번 정규 앨범 [Future Friends]은 선 공개 된 ‘Bad 4 Us’와 ‘Hurry Up!’등을 포함한 총 16곡이 수록되어 있으며, 기 존의 발매된 수록 곡뿐만 아니라 미공개 된 음악을 만날 수 있는 수퍼프루트(Superfruit)다운 컬러풀한 앨범이다.

‘Bad 4 Us’는 2016년 수퍼프루트(Superfruit)의 유튜브 채널에 애니메이션 뮤직비디오로 게재되며 이미 팬들 사이에서 알려진 바 있는 곡으로, 미치 그래시(Mitch Grassi)의 고음의 보컬과 스콧 호잉(Scott Hoying)의 부드러운 보컬이 어루어진 훵키하고 댄서블한 곡이다. ‘Hurry Up!’은 수퍼프루트(Superfruit) 특유의 에너제틱하고 통통 튀는 듯한 사운드가 매력적인 곡으로 트로피컬한 사운드를 바탕으로 수퍼프루트(Superfruit)만의 개성을 느낄 수 있는 곡이다."
1087,691445,More Than You Know,Axwell ^Ingrosso(악스웰^인그로소),"스웨덴 EDM의 중심, 악스웰 잉그로소!","벅스가 선정한 2018년 1월 이달의 앨범 선정 작품. 뻔하디 뻔하다. 트로피컬 하우스가 떠올려지는 건반의 도입부를 지나면 긴장감을 쌓아 올리기 위한 빌드업에 들어간다. 후반은 역시 스피커를 빵빵하게 울려줄 베이스와 빠른 비트가 곁들어지고, 현악까지 올리며 분위기를 달군다. 울트라 코리아 메인 무대에 서는 DJ들이라면 대부분 하나씩 갖고 있을 곡의 패턴이고, 지난 몇 년간의 트렌드이기도 했다. 그런데도 당해야 하는 건, 이 구조에서 후렴이 매우 중독적이기 때문이다. 이건 마치 울고 쥐어짜는 클리셰의 발라드곡이지만, 후렴이 잘빠져 자주 듣게 되는 것과 같다. 이 정도 폭발이라면 응수할 수 있다고 할까. 곡의 순위가 빠르게 반영된 빌보드 장르(댄스/일렉트로닉) 차트는 이 근거를 뒷받침해준다. (글: 이종민)"
1088,693693,정규 4집 'ME',원써겐(1sagain),사랑이 짧다고 그 슬픔도 짧을까,"벅스 차트에서 끌리는 노래가 없어서 인디 신곡을 찾아보다가 우연히 듣게 된 앨범입니다. 많은 분들이 같이 들어주시고 노래에 공감해주셨으면 하는 마음으로 앨범 리뷰를 작성하게 되었습니다.

제일 먼저 눈에 띄는 부분은 앨범소개입니다. 일반적인 곡 소개가 아닌 이야기를 담고 있습니다. 소설이라기에는 좀 짧은. 소설의 줄거리를 보는 듯한 느낌입니다. 앨범 소개를 보고 나서 노래를 들으면 가사가 더 와 닿는 것 같습니다. 여러 명의 보컬들이 앨범에 참여해서 노래에 다양한 색을 더했습니다. 개인적으로 '폴킴'씨의 목소리를 좋아하는데요. '폴킴'씨의 부드러운 목소리와 청혼하는 내용을 담은 노래인 'Would You'와 정말 잘 어울립니다.

그리고 저의 두 번째 추천 곡인 '사랑이 짧다고 그 슬픔도 짧을까'. 제목부터 제 취향을 저격한 노래입니다. 지나간 연인을 그리워하지만 그 때로 돌아갈 수 없다는 마음을 잘 담아낸 노래입니다. “추억이.. 내게 남아서.. 니가 보고 싶어...” 전체적으로 이별과 아쉬운 마음을 담은 곡들이 많아서 기분이 살짝 다운된 날 들으면 더 좋을 것 같습니다. 이상으로 리뷰를 마치겠습니다."
1089,677615,Any Other Way,Jackie Shane,"아름답고 당당한 소울 디바, 재키 셰인(Jackie Shane)!","한 시대를 풍미하고 오랜 시간이 지나서도 꾸준히 사랑 받고 있는 이들을 우리는 '전설'이라고 부른다. 그리고 이 전설이 된 아티스트들은 평온함과는 거리가 먼 혹독한 삶을 살아온 경우가 종종 있다. 어쩌면 힘겨운 삶을 살아왔기에 그렇게 남다른 작품들을 탄생시킬 수 있었으리라.

'클래식'한 스타일과는 달리 즉흥적인 보컬(Improvisation)과 자신만의 독특한 곡의 해석 방식으로 지금까지도 최고의 재즈 보컬리스트로 평가 받고 있는 빌리 홀리데이(Billie Holiday). 그녀는 인종과 여성으로서의 차별, 혹독한 가난과 질병, 끊임없는 정서적 고통 속에서 살다간 아티스트이다. 짧은 마흔 네살의 나이로 세상을 떠난 그녀가 들려준 노래들은 처연하게 아름다우면서 듣는 이의 마음을 움직이는 마법 같은 힘을 지니고 있다.

그리고 또 한 명의 전설, 재키 셰인(Jackie Shane). 그녀는 흑인 여성이면서 최초의 트렌스젠더 뮤지션이기도 하다. 클래식한 백인들의 대표 음악 장르, 컨트리 뮤직의 본고장인 내쉬빌 출신이기도 한 아이러니를 지닌 그녀는 상대적으로 차별이 덜한 캐나다의 몬트리올과 퀘백에서 음악활동을 하였다. 1960년대에 흑인이면서, 여성, 그리고 트렌스젠더로서의 삶은 분명히 녹록지 않았으리라. 빌리 홀리데이를 연상시키는 듯한 중성적이면서 강렬한 음색, 관중을 사로잡는 흥이 넘치는 즉흥성과 무대 매너로 1962년부터 1971년까지 화려한 음악 커리어를 이어가다, 그녀는 거짓말처럼 돌연 사라진다. 무성한 소문들이 꼬리를 물고 심지어 혐오범죄로 칼에 찔려 사망했다는 루머까지 돌았다. 재키 셰인은 13살때부터 남자의 몸에 갇힌 여성이라고 인식하였다고 한다. 그리고 남들과 다른 자신의 정체성과 모습에 대하여 한번도 부끄러워하거나 감추려고 한 적이 없었다.

[Any Other Way](2017)는 그 누구보다도 당당하고 아름다웠던 재키 셰인의 이야기다. 남들의 시선과 차별을 예술로 승화시킨 인생의 역작이자, 시대의 소울 디바로서 각광받고 있던 그녀가 사라진지 50여년이 지난 이후, 리마스터링과 라이브 음원들을 복원하여 탄생된 기적의 음반이다. ""단 한번도 내가 아닌 다른 사람이 되려고 한 적이 없었어요. 그리고 그 누구에게도 내 자신에 대해 구구절절히 설명할 필요도 못 느꼈어요. 난 내 자신으로서 살아간다는 것이 자랑스럽고 행복했어요."" 얼마전 [Any Other Way]의 발매와 함께 공개된 뉴욕 타임즈의 인터뷰에서 그녀는 자신의 삶에 대해 이렇게 밝혔다.

다른 나라의 언어로는 표현하기 힘든 '한(恨)'이라는 정서가 우리에겐 있다. 사전적으로는 ' 몹시 원망스럽고 억울하거나 안타깝고 슬퍼 응어리진 마음'이라고 표기되어 있지만 그게 어디 이렇게 간단하게 표현할 수 있는 단어이던가. 그 누구보다도 굴곡진 인생을 살아오면서도 꿋꿋이 그리고 더 나아가 긍정적이고 행복하게 살아온 그녀의 긍정의 에너지와 '흥'이 앨범의 대부분을 채우고 있다면, 'I Don't Want To Cry(Live)'나 'Cruel Cruel World', 'Send Me Some Lovin''은 그녀도 역시 사랑을 찾는 한 여성으로서의 섬세함을 느낄 수 있는 소울 발라드 곡이다. 재키 셰인은 뉴욕 타임즈 인터뷰에서 쿨하게 '어쨌든 우리는 살아가야 하잖아요?!""라고 인생관을 밝혔다. 피할 수 없다면 즐기면 되고 이왕 즐길 거면 흥이 넘치도록 즐기면 된다."
1090,681312,NO ONE EVER REALLY DIES,N.E.R.D(엔이알디),하이브리드 블랙뮤직의 아이콘 N.E.R.D!,"벅스가 선정한 2018년 1월 이달의 앨범 선정 작품. 엔이알디(N.E.R.D)가 처음 나왔던 때를 떠올려보자. 2001년 당시만 해도 최소 세 개 이상의 장르, 그것도 블랙뮤직 카테고리 외의 장르를 끌어와 섞는 블랙뮤직 아티스트는 흔치 않았다. 이 같은 상황에서 엔이알디의 등장이 안긴 충격은 상당했다. 훵크 록, 일렉트로닉, 알앤비, 힙합, 얼터너티브 록 등의 음악이 자유분방하게 해체와 결합을 거듭하던 그들의 음악은 그야말로 파격이었다. 그런데 이제 장르 퓨전은 흔한 작업이 되었고, 고수들도 많아졌다. 엔이알디가 7년 만에 발표한 본작에서 예전만큼의 짜릿함이 느껴지지 않는 건 어쩌면 자연스러운 현상이다.

하지만 '신선', 혹은 '파격'처럼 오늘날 큰 함정이 내포된 단어를 접어두고 듣는다면, 감흥은 달라진다. 밴드의 전부라 해도 과언이 아닐 퍼렐 윌리엄스(Pharrell Williams)가 주조한 프로덕션은 여전히 높은 수준이다. 변칙적으로 치고 빠지는 보컬과 예상치 못한 순간에 파고드는 멜로디의 흡입력도 탁월하다. 그 어느 때보다 변주에 신경 쓴 흔적이 역력할 정도로 강박이 느껴지기도 하지만, 치밀한 구성과 번뜩이는 장르 퓨전 앞에선 결국 설득될 수밖에 없다. 더불어 도널드 트럼프 정부가 주도하는 현 미국의 부조리한 현실에 대한 고발과 풍자의 서사는 감흥을 배가하는 요소다. 하이브리드 블랙뮤직의 아이콘은 아직 죽지 않았다. (글: 강일권)"
1091,20140893,비밀정원,오마이걸(OH MY GIRL),"오마이걸의 진일보, ‘우리’의 비밀 정원","이 앨범이 담고 있는 이야기나 선율은 결코 낯설지 않다. 여타 앨범에 비해 'Closer'의 맥락에 조금 더 가까운 것은 맞지만, 결국 음악을 풀어내는 방식에 있어서 격변을 찾아낼 정도는 아니었기 때문이다. 즉, 예상하기 어려운 전개, 멜로디의 흡인력, 구성의 탄탄함이 인상적이었던 이들의 디스코그래피를 참고하면 이번 앨범 역시 그들의 음악적 색깔이 그대로 유지되는 양상이었다.

그러나 이번 앨범은 정말 악에 받친 마음으로 내놓은 느낌이다. 편곡에 있어서 상당히 애를 쓰지 않았나 싶다. 특히, 타이틀곡에서 그런 생각이 뚜렷해진다. 물론 개개의 트랙이 담아낸 이야기가 멜로디에 묻혀 살짝 흐릿하게 보인다는 점은 흠이다. 다만, 트랙을 구성하는 개개의 장치에 있어서는 틈을 잡기 어려울 정도로 탄탄하다. 스트링 선율은 다소 몽환적일 수 있는 분위기를 방해하지 않는 수준에서 자기 위치를 분명하게 잡고 있다. 또한, 하나의 트랙이 Verse에 이어서 Chorus까지 이어지는 전체적 구성의 차원에서 이해될 정도로 상당히 꼼꼼하게 짜였다는 판단이 든다. 그만큼 리스너들을 한번 잡아놓은 상태에서 끝까지 놓지 않는 흡인력은 덤이다.

개인적으로 다소 아쉬운 측면은 앨범 전체적인 유기성이다. 완성도 차원에서 살필 때, 타이틀곡에 비해 수록곡들의 완성도가 적잖은 편차를 가지고 있다는 판단이다. 변칙적 비트와 대비되는 멜로디라인이 두드러진 'Love o' clock'이나 미니멀한 멜로디 배치가 보컬의 매력을 뚜렷하게 보여준 'Magic'은 꽤나 인상적인 모양새지만, 다른 두 트랙들은 상당히 보편적인 구성을 취하고 있다는 점에서 한계로 지적될 만하다. 다만, 이러한 부분들을 놓고서도 타이틀곡 '비밀정원'의 만듦새에 좋은 점수를 주지 않을 수 없었다. 다소 웅장한 분위기의 선율을 기저에 깔면서, 일렉 사운드와 스트링 세션은 적절하게 긴장감을 환기한다. 이는 2000년대 중반 '근과거'의 어떤 그리움을 상기시킨다. 다시 말하면, 서정을 간직하면서도 자신들이 가장 잘 보여줄 수 있는 '밝은 메시지'를 담아낸 '걸'그룹의 표상을 다시 보는 듯한 느낌이었다. 그 사이에 익숙한 요소로 느껴질 장치들도 최대한 '녹여내는 데에' 힘썼고, 멜로디의 선명성은 끝까지 가져가고자 했다. 이처럼 대단히 미묘한 지점들을 한 트랙에 고스란히 담아냈다는 점은 분명히 주목해야 할 부분이다. 이 모든 점을 종합할 때, 오마이걸이 조금 더 높은 위치를 꿈꿀 수 있지 않을까 하는 확신이 든다. 음악적으로나, 대중적으로나.

덧붙임. 이 앨범에 담긴 이야기는 '소녀'의 이야기다. 그러나, 타이틀곡만큼은 단지 '소녀'만의 이야기로 보기 어려울 것 같다. 이 트랙은 '소녀'의 시선 속에서 본 '우리'의 이야기다. 이러한 보편성은 이 앨범에서 오마이걸이 보여준 '확장'의 실례(實例)이다."
1092,20135936,Bury The Hatchet,Jay-Jay Johanson(제이 제이 요한슨),"일렉트로닉 팝의 스웨덴 대표, 제이 제이 요한슨 11집! [Bury The Hatchet]","벅스가 선정한 2018년 1월 이달의 앨범 선정 작품. 스웨덴을 대표하는 일렉트로닉 팝 싱어송라이터 제이 제이 요한슨(Jay-Jay Johanson)의 신작이다. 1996년에 데뷔 앨범 [Whiskey]를 발매한 이래 어느덧 벌써 11번째 정규 앨범으로 다작을 하면서도 신선하고 창의적인 영감을 잃지 않는 그의 창작력이 여전히 빛을 발하는 작품이다.

어린 시절 키스(Kiss)를 신봉한 하드 록 키드였던 제이 제이 요한슨은 펑크(Punk) 록 밴드 멤버로 음악 활동을 시작하여 이후 재즈 장르에 심취했고, 솔로로 데뷔하기 이전 포티쉐드(Portishead)의 [Dummy]를 접하고 큰 충격과 깨달음을 받으면서 트립합 장르에 기반한 자신만의 고유한 음악 스타일을 발전시키게 된다.

전술한 것처럼 그의 음악은 트립 합과 스웨디시 팝, 클래식 크로스오버와 재즈 퓨전, 일렉트로클래시를 아우르는 폭넓은 장르적 해석과 섬세하고 풍부한 소울을 지닌 보컬을 통해 스팅(Sting)의 도회적인 감성과 라디오헤드(Radiohead)의 실험적인 일렉트로니카, 포티셰드의 몽환의 미학이 공존하는 신비로운 매력을 발산한다.

트립 합과 재즈 퓨전 사운드가 절묘하게 어우러진 'You'll Miss Me When I'm Gone'과 'From Major To Minor', 서정적이고 이국적인 감성의 스웨디시 팝 발라드 'She's Almost You'와 'Bury The Hatchet', 유려한 피아노 선율이 감동을 자아내는 뉴에이지 연주곡 'The Girl With The Sun In Her Eyes'와 아름답고 낭만적인 클래시컬 팝 발라드 'Advice To My Younger Self' 등 제이 제이 요한슨의 한층 깊어진 감성과 농염한 매력이 앨범을 풍성하고 아름답게 채색한다.

아트 오브 노이즈(Art of Noise) 풍의 프로그레시브한 구성으로 색다른 트립 합 무드를 연출하는 'Rainbow (feat. Lucy Belle Guthrie)'와 라디오헤드를 연상케 하는 실험적인 일렉트로니카 트랙 'Nightmares Are Dreams Too'는 끊임없이 새로운 음악성을 추구하는 진취적인 아티스트로서 그의 다음 작품에 대한 기대감을 이어간다. (글: 이태훈)"
1093,20135993,Medina,Raffaele Casarano,"유럽재즈의 세련미와 웅장함을 보여주다, 라파엘레 카사나로의 [Medina]","벅스가 선정한 2018년 1월 이달의 앨범 선정 작품. 1981년생으로 한국 나이 40세인 이탈리아 색소포니스트 라파엘레 카사나로(Raffaele Casarano)의 2015년 앨범이다. 최근 들어 이탈리아 재즈 레이블 <Tuk Music>이 자주 소개되고 있는데 [Medina]는 라파엘레 카사나로의 통산 5집이자 <Tuk Music>에서 발표하는 세 번째 앨범이다. 이 레이블은 트럼페터 파올로 프레수가 이끄는 곳으로 자연스럽게 젊은 이탈리아 연주자들이 다수 포진해 있다. 그들은 절정의 기량으로 유럽재즈의 새로운 모습으로 보여주고 있다.

[Medina]은 아라비아반도의 도시 메디나(사우디아라비아)에 대해 느낌을 음악으로 표현하고 있는데 거리는 멀지만, 음악으로 연결되는 정서적 교감을 느낄 수 있다. 출생이나 작,편곡 스타일 모두 유러피언일 수밖에 없는데 오케스트라를 활용하는 솜씨는 고전미를 지녔지만, 그 안에 세련된 감각이 있다. 영화음악같이 현악기를 풍성하게 배치해 놓고서는 그 위에 소프라노 색소폰을 등장시켜 극적 효과를 최대한 끌어 올린다.

퀸텟과 심포니(티토 스키파 오케스트라), 그리고 전자음이 공존하는 앨범이다. 유럽 재즈 하면 빠트릴 수 없는 아티스트 중에 에스비외른 스벤손이 있다. 스웨덴을 넘어 유럽재즈의 아이콘이 된 그가 스킨스쿠버 사고로 사망한 게 2008년이니 벌써 10년이 지났다. 전성기가 아직 오지도 않은 그의 연주를 보며 많은 유럽 재즈인이 꿈을 키웠을 텐데 라파엘라 카사나로도 그런 재즈 꿈나무였고 그 감동을 이 앨범 첫 곡 'Remembering Esbjorn'에 담고 있다. 오랜만에 오케스트라와 함께한 멋진 재즈 앨범을 만났다. (글: 김광현)"
