,album titles,artists,cleaned_sentences
318,Dark All Day,GUNSHIP,우주 분위기 선정 선정 영국 인조 밴드 건십 지향 년대 영화 방송 비디오게임 만화 대중문화 영양분 흡수 다그 래서 주력 장르 당시 신시사이저 중심 신스 웨이브 신스 웨이브 빌보드 댄스 일렉트로닉 차트 인기 다크웨이브 분위기 신스 웨이브 장르 건십 년대 기반 공상 과학 영화 감정 대명사 우주 분위기 형성 정규 태도 가운데 타이틀 넘버 기조 수행 지구 행성 지구 대화 후반 연출 우주 당시 시대 건반 관악기 도움 통해 린다 로빈 신작 워낙 싱글 소개 완성 도도 빌보드 댄스 기록 성과 이종민
319,Honey,Robyn(로빈),로빈 댄스 선정 선정 연말 연말 대형 가수 등장 상반기 양질 절대 로빈 대표 로빈 브랜드 신용 뮤지션 발표 장의 실망 개인 거론 완성 인물 무려 정규 성과 차원 커리어 압도 등장 순간 영미권 언론 만점 점수 퍼부었 스웨덴 빌보드 댄스 일렉트로닉 차트 딱지 년대 느낌 물씬 표지 레트로 존경 흉내 수준 순간 살짝 비트 중심 댄스 년대 스타일 현대 해석 진보 사운드 문법 목말 대중음악 창조 인지 안내 로빈 복귀 트렌드 이종민
320,Being Human In Public,Jessie Reyez,통렬 페미니즘 메시지 선정 선정 래퍼 통해 개인 사회 이슈 얘기 비속어 사용 시대 알앤비 싱어 주제 사랑 섹스 국한 경향 년대 대두 얼터너티브 알앤비 아티스트 활약 가속 캐나다 출신 싱어송라이터 제시 레예즈 오늘날 알앤비 아티스트 성향 고스 대변 레예즈 모든 이슈 관해 직설 표현 라임 메타포 활용 래퍼 정도 섹스 접근 남자 일침 내용 부와 명예 성차별 정치 이슈 대표 통렬 페미니즘 트랙 단연 명의 아티스트 켈라 노르 초빙 의식 성공 확장 짜증 잔뜩 입장 매력 스타일 레예즈 요소 하반기 발견 만하 강일
321,은서,JAMBINAI(잠비나이),잠비 나이 보지 잠비 나이 차연 모습 느낌 트랙 관통 전체 다기 트랙 트랙 서사 표현 선택 선택 결코 트랙 인상 잘못 트랙 매몰 수도 판단 정도 잠비 나이 전작 사운드 간다 집중 걱정 트랙 싱글 싱글 여러 연달 보통 경우 경우 혹평 절대 수가 트랙 이해 래퍼 이그니토 무저갱 래핑 사운드 조화 리스너 간다 혼돈 자체 표현 부디 여행 이나 층층 사운드 리스너 그대 모든 인내 트랙 표현 수작 하자 제목 표현 서사 사운드 대응 이름 혹평 정도 퓨전 국악 크로스오버 장르 조합 장르 표현 장르 보지 확신 항상 주목 부정 관심 사운드 출발 잠비 나이 진짜 한류 기립박수 마무리
322,和(화),카코포니(cacophony),코포 카코 포니 선정 선정 데뷔 불구 머릿속 지점 크게 가지 개인 해석 쥬마루드 그룹 활동 실질 신인 마찬가지 여성 뮤지션 카코 포니 솔로 데뷔 엄마 관해 주제 하나로 예상 엄마 보편 정서 엄마 최대한 인칭 모습 글자 대상 엄마 상황 이해 공감 마음 전달 느낌 엄마 얘기 분위기 전달 지레짐작 일렉트로닉 중심 비트 음향 리듬 강조 엄마 대상 카코 포니 방식 마지막 화합 화가 노랫말 음색 트랙 곳곳 화난 화합 모든 상황 감당 결정 결론 이유 엄마 엄마 마음 이해 만들기 낯선 감정 덕분 카코 포니 이종민
323,Anti-Early Morning,Mignon,하우스 안성맞춤 선정 선정 허니 배저 레코 움직임 상치 쉐잎 과거 전자음악 감성 레이블 미뇽 옛날 국내 전자음악 관련 소수 레이블 존재 현재 색깔 전진 느낌 남성 뮤지션 미뇽 데뷔 동명 타이틀곡 레이블 실천 다과 하우스 리듬 음향 가득 싱글 이전 감성 지점 중간 박자 드럼 사운드 도감 쉐잎 클럽 배치 라면 감상 느낌 전달 년대 몰입 매력 분포 하우스 안성맞춤 트랙 한국 댄스 해외 전자음악 뮤지션 증명 트랙 이종민
324,리모델링 (REMODELING),크라잉넛(Crying Nut),크라잉넛 크라잉 창작 모델링 선정 선정 슬픔 진탕 너스레 페이소스 크라잉넛 모델링 젠트리피케이션 년차 뮤지션 현실 인식 이방인 정서 심경 크라잉 특기 공감 대화 음반 졸졸졸 데뷔 홍대 세대 표찰 관용구 세상 만들기 찰나 유행 설교 크라잉 고집 일상 관조 소재 숙련 제빵사 음반 음반 과정 기존 라면 인생 마지막 토요일 선호 신규 라면 이방인 마음 나라 길고양이 선택 등불 낙관 결기 크라잉 창작 골목길 크라잉 어딘가 뒷골목 고양이 순간 고양이 모습 대변 골목길 구절 절대 싸구려 감성 팔이 보지 서정 밴드 결코 이경준
325,The Dreamer,서인혜(Inhye Seo),서인 가을 재즈 연주 선정 선정 서인혜 연주 모습 처음 지난 자라섬 크리에이티브 뮤직 캠프 자라섬 뮤직 캠프 자라섬 출연 연주자 기회 최종 일간 경험 당시 피아노 단연 연주자 서인 용인 재즈 콩쿠르 우수상 재즈 클럽 연주 선후배 한국 재즈 불어 경험 바탕 데뷔 고재 베이스 박종선 드럼 색소폰 쿼텟 편성 기본 사운드 연출 가을 우수 피아노 소프라노 색소폰 선율 연주 솔로 베이시스트 고재 양보 송하철 서인혜 즉흥연주 자연 등장 유려 피아노 솔로 서인혜 내공 피아노 베이스 연주 소품 모던 섹션 인상 섹션 등장 송하철 테너 색소폰 불어 싱글 발표 혜린 몽환 목소리 매력 모던 년대 재즈 클럽 연상 인생 번역 제목 느낌 마지막 사랑 사랑 상대 이성 부모 스승 수백 가지 사랑 얘기 피아노 독주 부분 연주 사랑 김광현
326,METROCITY,Horim,완성형 네오 소울 선정 선정 엔젤 맥스웰 에리 네오 소울 년대 중반 알앤비 소울 흐름 전혀 스타일 서도 전통 바이브 중시 장르 아티스트 힙합 훵크 네오 소울 자체 전성기 비교 장르 영향력 싱어송라이터 호림 발표 정규 네오 소울 중심 발표 데뷔 해당 장르 애정 완성형 네오 소울 아티스트 면모 정성 구성 프로덕션 사운드 질감 멜로디 어레 모든 부분 바이브 결과물 아티스트 해당 장르 마니아 수준 인사 청년 단편 가사 순간 감흥 에디 켄드릭 샘플링 레이드 프로덕션 구축 본인 포함 좇는 위로 과거 시작 회복 관해 대표 시대 가치 하락 직결 더욱 단위 결과물 시대 이기 감상 진수 중이 강일
327,Unreality,SRSQ,장미 서사 선정 선정 명의 예술 종사 목숨 오클랜드 웨어하우스 화재 년대 미국 인명 피해 비극 사건 기억 희생 캘리포니아 출신 듀오 어스 이하 멤버 캐시 애스큐 포함 멤버 케네디 애슐린 솔로 프로젝트 발음 예명 나이 먼저 세상 친구 이자 동료 추모 의미 전술 슬픔 정서 부각 데드 댄스 콕트 트윈스 계보 대주 평가 시절 미학 한층 업그레이드 고스 다크웨이브 슈게이징 드림 유려 사운드 텍스처 리사 제라드 엘리자베스 프레이저 비견 케네디 애슐린 신비 몽환 레이블 전성기 황홀경 청자 안내 장미 서사 친구 슬픔 그리움 고조 통해 구원 희망 감정 변화 각성 고스 전달 감동 여운 이태훈
328,Long Ago And Far Away (Live),Charlie Haden(찰리 헤이든) & Brad Mehldau(브래드 멜다우),찰리 브래드 거장 페스티벌 실황 음반 선정 선정 가을 재즈 명곡 명연 주가 거장 연주 정겨운 곰삭 신인 연주 이탈리아 레스토랑 와인 하와 이안 피자 거장 연주 연주 잔소리 발표 찰리 브래드 듀오 연주 가을 선물 독일 만하임 엔조이 재즈 페스티벌 공연 인연 시작 리더 활동 세션 연주자 여러 작업 듀오 연주가 처음 당시 찰리 브레드 페스티벌 실황 녹음 라이브 실황 재즈 연주자 컨디션 현장 분위기 소속 음반사 이해관계 녹음 아예 거나 제작 경우 엔조이 재즈 페스티벌 기획 라이너 케른 찰리 부인 루스 카메론 설득 연주자 허락 녹음 연주자 음반사 달라 찰리 세상 정식 발매 페스티벌 실황 연주 곡마 즉흥 연주 찰리 파커 비밥 찰리 솔로 상상 나래 스탠더드 연주 듀오 물씬 다그 스탠더드 백미 마지막 장식 데니스 토미 도시 오케스트라 프랭크 나트 라가 처음 녹음 재즈 연주자 연주 찰리 쿼텟 쿼텟 웨스트 연주 연주 선율 브레드 연주 마지막 독립 정도 감동 마지막 마디 찰리 베이스 장식 김광현
329,"La Fenice (Live At Teatro La Fenice, Venice / 2006)",Keith Jarrett(키스 자렛),키스 자렛 키스 자렛 재기 선언 연주 선정 선정 피아니스트 키스 자렛 라이브 재즈 꼭대기 공연 공연 밀리 발표 구매 최근 소식 상태 예전 라이브 매년 뉴욕 카네기홀 공연 올해 취소 공연 소식 년생 나이 피로 증후군 은퇴 선언 상황 인정 마음 상황 올해 뉴욕 솔로 라이브 이란 이름 공개 앞서 병상 키스 자렛 재기 선언 연주 재즈 실황 열기 식기 장의 재기 솔로 트리오 연주 병행 이탈리아 베네치아 페니 대극장 솔로 콘서트 키스 자렛 피아노 솔로 연주 자유 즉흥연주 트리오 편성 스탠더드 집중 한쪽 활동 올해 피아노 솔로 신작 가을 라이브 실황 시기 공연 복귀 최상 상태 라이브 구성 앙코르 연주 스탠더드 키스 자렛 세기 피아노 솔로 대표 역작 솔로 콘서트 자유 즉흥연주 모든 처음 연주 곡명 표기 조성 선율 반복 연주 편의 대하드라마 즉흥 연주 조절 신의 영역 즉흥연주 후반 스탠더드 아일랜드 민요 키스 자렛 정성 코끝 녹음 공식 복귀 눈물 서정 연주 전반 장식 즉흥 연주 집중 키스 자렛 일체 경험 김광현
330,2,향니,기승 전결 선정 선정 폭풍 몽환 기운 전편 지배 사이키델릭 향기 첫사랑 나볼 감성 현기증 유발 음성 변조 신시사이저 일상 붕괴 의미 내내 지지 대의 상실 무대 포착 사이키델릭 옛날 사이키델릭 밴드 연주 텍스처 거리 사이키델릭 장르 자체 탐험 분위기 색채 말함 밀도 자랑 구성 기승 전결 개인 비교 대상 수록 코러스 연주 통해 물감 대화 불안 지옥 올해 싱글 하나로 꼽아 손색 퍼즈 부각 감수성 복종 중독 슬로우 다이브 콕토 트윈스 살결 연상 다이빙 여러 레퍼런스 보이 레퍼런스 유니크 낭만 순수 퇴폐 공존 추락 여정 새벽 우주소년 이보 마무리 상상 피지 음반 이경준
331,It’s About Time,Nile Rodgers(나일 로저스) & Chic(칙),나일 로저스 디스코 열정 나일 로저스 선정 선정 다프 펑크 디스코 아버지 나일 로저스 선두 그룹 나일 로저스 만도 이유 로저스 마차 견인 버나드 에드워즈 세상 드럼 토니 톰슨 고인 나일 로저스 이름 동료 최초 멤버 나일 로저스 특허 리프 년대 강타 디스코 열정 그대 로다이 디스코 동시 자체 영광 평가 상황 복귀 자체 의미 시선 모든 상황 거세 평가 개인 자체 나일 로저스 듣기 댄스 몇몇 인상 트랙 존재 피처링 의미 스캣 싱잉 시작 속도 비트 빌드 거치 밴드 앙상블 이종민
332,"Strange, But Beautiful You",남유선(Yoosun Nam),유선 진심 연주 선정 선정 재즈 감상 년대 모던 재즈 과정 거기 함몰 동시 연주자 현재 모습 재즈 감상 중용 양질 보가 정신 국내 활동 유학 버클리 음대 뉴욕 대학교 공부 유선 활동 모습 동시 연주자 행보 즐거움 새삼 유선 미국 유학 주변 주목 연주자 연주 현재 색소포니스트 유학 마무리 미국 뉴욕 녹음 발표 리더 유학 시절 모든 트리오 색소폰 피아노 구성 연주 신인 다운 플레이 반복 안정 사운드 바탕 유선 감성 감성 선율 년대 시점 연상 대중음악 흔적 재즈 본질 이상은 뉴욕 뉴욕 재즈 한국 재즈 연주자 서울 재즈 한국 재즈 동료 연주자 윤지 피아노 김영후 베이스 김영진 드럼 진원 모든 교감 사운드 남성 나레이션 이방인 시기 동시 세대 아픔 굳이 재즈 음반 진심 연주 김광현
333,On the Corner Where You Live,The Paper Kites,장르 페이퍼 카이츠 선정 선정 호주 멜버른 출신 인조 밴드 페이퍼 카이츠 그간 포함 장의 디스코 통해 포크 모던 퓨전 재즈 시티 뉴웨이브 장르 주목 만성 밴드 기반 올해 발매 연작 이자 통산 정규 성향 밴드 정돈 스타일 자리 수작 핑거스타일 연주가 내츄럴 밴드 사운드 벤틀리 크리스티나 레이 하모니 서정 매력 정의 다도 시티 감성 충만 뉴웨이브 전성기 추억 뉴로맨틱스 발라드 연주가 트랙 년대 향수 청자 적극 추천 이태훈
334,Attraction Between Two Bodies,ABTB,현재 방향 가야 문장 가치 증명 시대 추억 조가 변명 기우 시점 장르 직관 이미지 현실 구현 리프 중량 포효 마음 비트 사운드 열기 리스너 쾌감 선물 그룹 이름 명인 약자 남녀 모습 표현 이외 충돌 분노 마찰 이미지 내포 이유 인지 마찰 열기 분노 이미지 자연 스타일 과거 모습 리스너 제법 현대 느낌 결코 사운드 전개 방식 진보 얼터너티브 하드 진수 가득 충격 두드림 정석 감히 도전 추억 쾌감 문서
335,Stood,다린,다린 올해 발견 순수 감성 다린 선정 선정 올해 발견 다린 두번째 확신 문구 실용음악 출신 경연 대회 입상 경력 시절 피아노 악기 연주 독학 고등학교 졸업 무작정 서울 상경 길거리 공연 시작 지난해 내기 이력 비교 다린 감성 매력 스스로 재능 결과물 인상 오프닝 장식 모던 포크 트랙 무채색 창가 유감 문학 가사 깊이 음색 신인 답지 세련 단연 밴드 사운드 분위기 전환 컨템포러리 발라드 재즈 트리오 소란 마음 창작 장르 방향성 청명 어쿠스틱 감동 전달 포크 장르 미학 이해 전도 유망 싱어송라이터 행보 이태훈
336,LOOK AND LISTEN,룩앤리슨(Look And Listen),룩앤 리슨 센스 펑크 오늘 펑크 밴드 룩앤리슨 햇수 활동 베테 밴드 정작 정규 음반 발매 처음 대체 가능성 존재성 필요 느낌 조심 스레 현격 거치 센스 하울링 효과 불분명 노이즈 개개인 연주가 고민 모습 정도 멜로디 흡인 전체 선율 고개 수준 예산 호러 영화 재미 나름 가지 머리 지점 텍스처 펑크 펑크 멜로디 질감 아쉬움 수도 변화 의미 색깔 스탠스 대중성 이동 굳이 은근 추구 특징 단면 부분 고민 시점 해결 보류
337,The Blue Hour,Suede(스웨이드),스웨이드 어둠 우울 한밤 몽상 선정 선정 발매 트릴로지 완결 여러 결과 음반 정서 어둠 우울 한밤 몽상 과거 음반 의미 하강 브릿팝 아이콘 밴드 케스트 레이 사운드 프로그레시브 아트 사운드 연주 탈바꿈 탐험 시작 편의 느와르 필름 프로그레시브 아트 항해 합창단 시티 오브 프라하 오케스트라 협연 사운드 규모 확장 서사 시대 서사 결론 부작 최고 과언 탄생 브렛 앤더슨 리처드 오크 플레이 유려 건반 스웨이드 사운드 자리 수록 매혹 데이비드 보위 구현 아트 판타지 존엄 명곡 스웨이드 흡입 최근 스웨이드 공개 싱글 손가락 스웨이드 창작 입증 이경준
338,Kingdoms In Colour,Maribou State(마리부 스테이트),마리 스테이 도시 선정 선정 먼저 얘기 영국 남성 듀오 말리부 스테이 정규 리듬 재료 무드 완성 멜로디 역할 자청 분명 베이스 동반 베이스 리듬 어가 비트 전자음악 휴식 사운드 스펙트럼 전달 방향 덕분 수록 몇몇 반복 재생 자연 전체 도시 리듬 마음 안정 라운지 기분 적격 미니 사운드 추구 듀오 목적 데뷔 이종민
339,Egypt Station,Paul McCartney(폴 맥카트니),카트 매력 베테 음반 선정 선정 종착역 커리어 정류장 카트 통산 솔로 이집트 솔로 음반 걸작 수작 대열 우주 기차 여정 유닛 롤링 스톤 리뷰 굳이 참고 도신 발표 부담 월드뮤직 혼합 즐거움 거장 여유 지점 존재 이유 개방 공원 음반 기차 커브 주변 세심 시야 풍경 경험 모든 감정 세상 관조 클래시 미감 목소리 정치 추억 미래 전망 사이 긴장감 사운드 탐구 라운지 뮤직 무드 현악 탄성 흐름 관통 연결고리 전반 부와 후반 사이 낙차 반전 순간 설계 시뮬레이션 게임 반복 매력 베테 음반 이경준
340,사이,모트(Motte),모트 매력 모트 사이 선정 선정 싱어송라이터 모트 지난해 가을 데뷔 싱글 발표 네이버 뮤지션 리그 차트 애플 뮤직 주목 싱어송라이터 선정 기대 신인 존재 데뷔 사이 경쟁률 문화 콘텐츠 진흥 대중음악 사업 통해 제작 발매 기대 영화 해리 포터 빌런 볼드모트 유래 예명 앳된 외모 이미지 달리 모트 사뭇 매력 청자 사랑 이별 멀리 인생 관조 시선 초반 나이 짐작 깊이 감성 발성 몽환 스키 음색 금세 매력 캐릭터 각인 절제 볼륨 사운드 지향 피아노 현악기 일렉트로닉 샘플링 가미 연주가 구성 뒷받침 이태훈
341,The Dream Thief,Shai Maestro(샤이 마에스트로),샤이 마에스트로 선율 리듬 샤이 마에스트로 트리오 선정 선정 재즈 유대인 예전 베니 굿맨 스탄 게츠 우디 헤리 제임스 비롯 스윙 시대 퓨전 재즈 활약 선율 내지 당대 재즈 연주 포커스 연주 분위기 계기 이스라엘 팔레스타인 지역 건국 유대인 자녀 본격 재즈 등장 재즈 기억 이스라엘 출신 연주자 라면 코리아 트리오 연주 베이시스트 비샤 코헨 연주 실력 단번 주목 독립 활동 전통 재즈 유대인 선율 리듬 이디시어 자연 비샤 코헨 연주자 주목 대표 주자 피아니스트 샤이 마에스트로 클래식 피아노 시작 후반 이스라엘 진행 컴피티션 재즈 사인 수상한 국가장학금 버클리 음대 프로그램 버클리 장학금 수여 입학 제안 샤이 마에스트로 거절 다그 시작 비샤 코헨 트리오 사운드 샤이 마에스트로 비샤 코헨 독립 활동 시작 리더 발표 재즈 리더 자리 신작 발표 다그 연주가 정서 정적 트리오 사운드 전형 피아노 사운드 주인공 샤이 마에스트로 리드 베이스 드럼 인터 플레이 트리오 사운드 허물 샤이 친구 베이시스트 호르헤 에데르 주인공 신성 드러머 프리 호흡 인터 플레이 김광현
342,Love Is Here To Stay,Tony Bennett(토니 베넷) & Diana Krall(다이애나 크롤),토니 베넷 다이애나 크롤 토니 베넷 다이애나 크롤 선정 선정 올여름 토니 베넷 다이애나 크롤 조지 거슈윈 탄생 주년 기념 발표 소식 대중음악 최고 조지 거슈윈 기념 보컬리스트 자리 가야 발매 음원 먼저 예상 토니 베넷 다이애나 크롤 재즈 특성 대결 구도 수도 서로 동행 다이애나 크롤 집중 피아노 스탠더드 스타일 일인 찰랩 양보 찰랩 토니 베넷 제롬 송북 발표 찰랩 트리오 반주 배경 뮤지컬 명곡 신작 제롬 조지 거슈윈 송북 마침 올해 조지 거슈윈 탄생 주년 의미 다이애나 크롤 담당 정도 토니 베넷 다이애나 크롤 호흡 시선 정도 조지 거슈윈 대표 만날 제외 토니 다이애나 생인 토니 베넷 전성기 발성 호흡 다이애나 크롤 전혀 재즈 저절로 스윙 전해질 정도 이유 피아니스트 찰랩 트리오 연주가 피터 워싱턴 베이스 워싱턴 드럼 연주 김광현
343,EXO The 1st Album XOXO (Kiss ＆ Hug),EXO,향수 벌써 데뷔 한지 선배 아이돌 올해 사랑 그룹 활동 개인 활동 아이돌 여러 최고 꼽아 트렌디 실험 제일 엑소 다운 엑소 고유 색깔 엑소 생기지 느낌 가득 간직 서든 가사 서든 동화 느낌 엑소 고민 나비 소녀 수가 피터팬 수록 동화 나비 소녀 가사 지난 당시 기억 새록새록
344,Fewchie Vs. Wolflove,플래시 플러드 달링스(Flash Flood Darlings),플래시 플러드 링스 중동 감상 댄스 정중 동이 제일 먼저 댄스 일렉트로닉 포괄 장르 이해 대표 아티스트 플래시 플러드 링스 댄스 장르 고요함 움직임 표현 의문 수도 전체 댄서블 비트 비트 분위기 과정 연결 필요 전체 주제가 유한 불멸 우정 사랑 메시지 고려 기승 전결 구성 택하 희망 분위기 환기 주목 부분 가운데 흐름 거나 주체 흥분 유도 거나 맥락 댄스 감상 메시지 전달 가능성 집중 모양새 정중 동이 표현 정도 부합 설명 휘발 성과 유흥 초점 댄스 장점 이자 단점 동시 작용 현실 댄스 의적 의미 개인 처음 드라마 드라마 기승 전결 느낌 장면 표현 느낌 무브먼트 순간 상황 집중 모양새 가운데 이의 자아 스토리 고스 의미 집중 플래시 플러드 링스 트랙 소개 메시지 댄스 장르 상상 지구 태양계 은하수 흔적 늑대 소년 처음 모습 모든
345,UNITY,서사무엘(Samuel Seo),사무엘 아티스트 사무엘 선정 선정 사무엘 싱글 믿음 아티스트 결과물 일정 수준 완성 다작 사무엘 솜씨 장르 융합 기술 바탕 개성 창조 타이틀곡 대표 어쿠스틱 리프 퍼커션 가세 분위기 힙합 드럼 중첩 본격 무드 진입 리듬 파트 멜로디 관습 결코 아무나 작업 강일
346,King Push – Darkest Before Dawn: The Prelude,Pusha T(푸샤 티),푸샤 카리스마 뮤직 수장 푸샤 뮤직 수장 푸샤 클립스 활동 시작 솔로 음악가 입지 파격 커버 아트워크 재치 프로덕션 인기 프로듀서 무장 반응 푸샤 느낌 구성 카리스마 여지 마약 환경 프로덕션 분위기 깊이 직접 예시 전작 더욱 평가 푸샤 존재 더욱 서막 시리즈 제작 중이 박준우
347,I Changed A Lot,DJ Khaled(디제이 칼리드),디제이 리드 레코드 프로듀서 리드 리드 도입 이름 표면 칼리 레코드 프로듀서 작업 프로듀서 음악가 퍼즐 완성 결과물 준수 클럽 히트 배출 제목 달리 리드 역할 별로 차이점 라면 이전 집중 빵빵 히트 배제 크리스 브라운 마이 레전드 알앤비 가수 통한 소리 클럽 프로듀서 증명 리드 프로듀서 능력 면모 확인
348,Period,Jaedal (재달),재달 청년 위로 재달 선정 선정 재달 신예 데뷔 차용 얼터너티브 차용 힙합 매력 랩싱잉 퍼포먼스 인상 당시 코너 통해 소개 재달 이름 기억 필요 공언 발언 방증 다모 전작 시기 초점 시기 얘기 가사 미래 정체 고민 유추 현실 괴리되 세상 목표 신념 방황 다짐 재달 심경 오늘날 젊은이 정서 다재 주제 추상 이면 뜬구름 잡지 수준 은유 어차피 안개 마지막 여운 더욱 전작 레이드 어반 무드 프로덕션 변화 달이 주조 멜로디 사운드 트렌드 좇거 관습 구성 얽매 은근 마음 수록 정규 강일
349,To Pimp A Butterfly,Kendrick Lamar(켄드릭 라마),켄드릭 라마 켄드릭 라마 왕좌 성공 켄드릭 라마 왕좌 자리 과언 대형 레이블 통해 발매 성공 켄드릭 라마 소포 모어 징크스 시선 켄드릭 라마 더욱 스펙트럼 더욱 깊이 거리 마스터피스 닥터 드레 플라잉 로터스 테라스 마틴 비롯 퍼렐 썬더 리지 프로듀서 대동 색채 재즈 훵크 소울 익스페리멘탈 힙합 흑인음악 과거 현재 마찬가지 인종 차별 흑인 커뮤니티 실상 미국 사회 문제점 경험 출발 사회 메시지 여지 가사 지면 여러 동시 의미 재미 박준우
350,Summertime '06,Vince Staples(빈스 스테이플스),빈스 스테이플스 빈스 스테이플스 데뷔 빈스 스테이플스 정규 언뜻 지난해 세계 영화 아웃 디테일 영화 포맷 갱스터 공포 미스터리물 장르 인종 주의 자체 중앙 줄곧 분위기 순간 순간 극적 연출 마찬가지 빈스 스테이플스 경우 쫄깃 범죄 빈민가 흑인 온상 묘사 여자 마약 일상 클리셰 관해 마냥 계몽 비판 합리화 미화 냉소 뉘앙스 사이 미디어 통해 갱스터 의도 거세 편집 왜곡 전체 흐름 정면 관통 구성 드럼 베이스 보이스 샘플 위주 느지막 리듬 프로덕션 청자 도착 잉태 절망 핵심 정서 좌우 거장 아이디 선택 진정 최고 진급 컨셔스하 선사 압도 데뷔 김정원
351,Compton,Dr. Dre(닥터 드레),닥터 드레 웨스트코스트 힙합 향수 닥터 드레 닥터 드레 솔로 발표 내지 제목 약속 약속 의미 은어 사용 닥터 드레 발표 약속 제목 붙이 대치 만족 부담 닥터 드레 고향이 웨스트코스트 힙합 중심지 시절 발표 기억 이름 사운드 서브 베이스 내용물 서부 힙합 전성기 스눕 게임 에미넴 과거 인물 이름 미소 켄드릭 라마 앤더슨 만날 닥터 드레 웨스트코스트 바통 고민 웨스트코스트 힙합 자체
352,Fetty Wap [Deluxe],Fetty Wap(페티 왑),페티 페티 매력 페티 로움 경계 스타일 힙합 이미지 음색 창법 더러 장인 에이 페인 페티 페티 쾌감 이나 쾌감 승부 페티 표현 무언가 구성 전체 이름 정규 페티 매력 집중 가지 포인트 집중 처음 캐치 수도 전체 클럽 정도 직접 박준우
353,안녕의 시작,헬로 스트레인져(Hello Stranger),헬로 트레인 밴드 사운드 대중 화합 사이 장의 싱글 발표 헬로 스트레인저 밴드 핵심 멤버 보컬리스트 여의 기간 오디션 통해 대한민국 헤비메탈 대명사 격인 밴드 시나위 보컬리스트 발탁 인물 시나위 보컬리스트 전례 현재 시나위 개성 거리 시나위 발매 시점 국내 대중음악 시장 상황 아이돌 위주 프레임 급변 과정 고려 목소리 포인트 헬로 스트레인저 평가 정반대 밴드 평가 기본 목소리 악기 간의 조화 측면 부분 주도 싸움 벌이 자극 면모 맥락 일찍이 멀리 인상 조화 맥락 가지 고유 특징 결과 초래 수도 인정 모양새 절대 타이틀곡 신기루 전반 건반 주도 주도 욕심 부리 정도 부여 전반 흐름 축의 역할 디테일 감정 표현 곁가지 역할 드럼 베이스 역량 파트 지원 확인 균형 덕목 부여 프로듀싱 밴드 조화 조건 모든 부분 결과물 밴드 사운드 모로 클리셰 모든 밴드 목표 첨단 제작 환경 결과물 아티스트 엔지니어 필사 사투 분명 대중음악 범주 방향성 조화 통해 정도 증명 파트 간의 조화 성과 대중성 조화
354,I'm Alright,웅산,웅산 컨템포러리 재즈 정수 웅산 선정 선정 재즈 스타일 만끽 웅산 정통 재즈 스탠더드 미국 최고 연주자 녹음 지난해 평창올림픽 문화 행사 평창 겨울 음악제 몽케 스트 몽크 오케스트라 공연 비즐 리가 건반 연주 프로듀서 몽케스트라 그래미 최우수 최우수 재즈 아지 앙상블 후보 정도 솜씨 실력 유감 재즈 명인 기타리스트 잭슨 주니어 베이시스트 벤자민 퍼드 드러머 테런 리가 감각 그루브 미국 한국 국내 활약 트럼페터 데이먼 브라운 베테 블루스 기타리스트 찰리 정도 웅산 현재 구사 군더더기 컨템포러리 재즈 사운드 정수 제롬 명곡 시작 발라드 년대 퓨전 재즈 매혹 라틴 비트 웅산 포인트 에이미 와인 하우스 동명 이곡 대표 만하 트럼페터 로이 하그 그룹 팩터 그루비 사운드 질감 극대 발매 공연 욕심 투어 정도 마무리 정규 고민 웅산 행보 김광현
355,Age,라이프 앤 타임,라이프 타임 앤타 월드 선정 선정 그간 타의 모든 장점 응축 조율 흐름 기세 타고 이내 파동 구축 서사 이미지 연주 연속 신인 답지 에너지 테크닉 균형 커버 유효 근본 물음 항상 혁신 전통 뿌리 유머 모던 사이 교란 조각 풀렝스 앤타 월드 제목 유추 관통 콘셉트 유년 노년 성장 경험 고스 싱글 단위 음반 요청 정점 음반 정점 이자 베스트 트랙 인생 전성기 린다 전형 희소 솔로 폭발 그루브 온몸 클래식 경의 찬사 빛바랜 노스탤지어 문법 다그 고전 불어 걸음 리바이 벌이 창조 해석 청해 밴드 정체 이경준
356,WJ PLEASE?,우주소녀,우주소녀 우주소녀 야심 선정 선정 우주소녀 수록 타이틀곡 선정 대중성 싱글 포진 부탁 피드백 가면무도회 굳이 얼굴 경쟁 개인 부탁 가면무도회 첫인상 여러 재생 물리 넘버 단연 이기 년대 후반 느낌 시작 도입 중심 브리지 후렴 멜로디 전개 무게 계속 데뷔 집중 결과 국내 걸그룹 경쟁 포지션 상황 반영 결과 대중 경쟁 선물 정성 결과 현실 우린 노력 필요 이종민
